Time,Gx0,Gy0,Gz0,Ax0,Ay0,Az0,Gx1,Gy1,Gz1,Ax1,Ay1,Az1,Gx2,Gy2,Gz2,Ax2,Ay2,Az2,Gx3,Gy3,Gz3,Ax3,Ay3,Az3,Gx4,Gy4,Gz4,Ax4,Ay4,Az4,
0,-1.11,-0.28,0.75,-0.58,-0.8,-0.22,-0.75,-0.87,0.82,-0.75,-0.64,-0.1,-1.37,-0.6,0.75,-0.4,-0.85,-0.35,-0.97,0.03,0.74,-0.56,-0.89,-0.35,-1.1,-0.08,-0.09,0.15,-0.75,-0.85
1,-1.03,-0.66,0.22,-0.62,-0.74,-0.25,-0.83,-0.18,0.26,-0.78,-0.62,-0.1,-0.98,-0.56,0.45,-0.41,-0.85,-0.35,-0.69,-0.31,0.43,-0.54,-0.88,-0.35,-0.56,-0.71,-0.87,0.11,-0.75,-0.84
2,-1.01,-0.91,0.12,-0.57,-0.79,-0.25,-1.08,-0.92,0.07,-0.76,-0.63,-0.12,-1.08,-1.05,0.35,-0.4,-0.87,-0.36,-0.76,-1.93,0.57,-0.52,-0.9,-0.32,-0.89,-0.02,-0.15,0.19,-0.77,-0.83
3,-0.98,-0.17,0.13,-0.6,-0.79,-0.22,-0.98,-0.31,0.31,-0.78,-0.64,-0.12,-0.96,1.92,0.44,-0.4,-0.86,-0.39,-0.79,0.01,0.57,-0.56,-0.89,-0.38,-0.73,-0.08,-0.3,0.15,-0.78,-0.88
4,-0.95,-0.71,-0.02,-0.62,-0.76,-0.28,-1.07,-0.34,-0.24,-0.8,-0.6,-0.11,-0.72,-0.92,-0.1,-0.45,-0.86,-0.4,-0.5,-0.47,0.12,-0.57,-0.88,-0.38,-0.04,-0.27,-0.7,0.13,-0.74,-0.89
5,-0.73,-0.77,-0.67,-0.65,-0.75,-0.25,-1.39,-0.44,-1.03,-0.8,-0.59,-0.1,-0.58,-0.49,-0.05,-0.42,-0.87,-0.41,-0.39,-0.08,0.27,-0.54,-0.89,-0.37,-0.07,0.05,-0.51,0.18,-0.75,-0.88
6,-0.72,-0.61,-0.03,-0.6,-0.78,-0.28,-0.73,0.27,-0.07,-0.78,-0.62,-0.13,-0.69,-0.78,0.02,-0.42,-0.86,-0.42,-0.4,-0.4,0.21,-0.55,-0.87,-0.4,-0.08,-0.31,-0.56,0.17,-0.74,-0.9
7,-0.52,-0.8,-0.6,-0.65,-0.72,-0.31,-1.13,-0.79,-0.69,-0.82,-0.58,-0.11,-0.12,-0.39,-0.43,-0.44,-0.83,-0.41,0.3,0.08,-0.04,-0.56,-0.86,-0.41,0.39,0.1,-0.31,0.15,-0.72,-0.88
8,-0.22,-0.52,-0.96,-0.62,-0.74,-0.3,-0.7,0.4,-1.07,-0.8,-0.57,-0.12,0.03,-0.5,-0.63,-0.42,-0.83,-0.38,0.47,0.06,-0.28,-0.53,-0.85,-0.37,0.46,0.39,-0.33,0.14,-0.72,-0.85
9,-0.07,-0.31,-0.76,-0.59,-0.74,-0.28,-0.53,0.31,-0.88,-0.75,-0.6,-0.13,0.02,-0.13,-0.09,-0.39,-0.84,-0.36,0.05,-0.27,0.35,-0.51,-0.86,-0.36,0.34,0.26,-0.09,0.16,-0.71,-0.83
10,-0.16,-0.63,-0.85,-0.62,-0.72,-0.25,-0.73,-0.07,-0.95,-0.76,-0.6,-0.1,0.11,-0.24,-0.31,-0.39,-0.82,-0.38,0.42,0.09,0.18,-0.54,-0.86,-0.4,0.52,0.08,-0.01,0.17,-0.73,-0.84
11,0.08,-0.65,-0.7,-0.58,-0.74,-0.26,-0.48,-0.07,-0.75,-0.73,-0.61,-0.13,0.16,-0.41,-0.14,-0.36,-0.85,-0.35,0.47,-0.02,0.45,-0.5,-0.88,-0.33,0.09,0.12,0.52,0.17,-0.74,-0.8
12,0.05,-0.67,-0.6,-0.58,-0.75,-0.21,-0.5,-0.38,-0.53,-0.74,-0.61,-0.1,0.27,-0.09,-0.56,-0.41,-0.82,-0.34,0.73,0.78,0.06,-0.55,-0.84,-0.33,0.07,1.6,1.14,0.18,-0.74,-0.82
13,-0.09,-0.04,-0.27,-0.58,-0.75,-0.24,-0.37,0.02,0.57,-0.73,-0.62,-0.13,-0.23,-0.57,0.18,-0.34,-0.84,-0.38,0.51,0.25,0.23,-0.49,-0.86,-0.38,0.29,1.42,1.31,0.22,-0.77,-0.84
14,0.04,-1.79,1.51,-0.47,-0.75,-0.31,0.99,-1.68,6.7,-0.55,-0.68,-0.24,-3.36,-3.92,1.4,-0.19,-0.85,-0.53,0.46,-4.23,1.27,-0.45,-0.91,-0.56,2.18,-1.37,0.0,0.24,-0.81,-0.99
15,0.46,0.69,18.13,-0.02,-0.98,-0.37,4.01,-5.21,21.72,0.02,-0.62,-0.51,-0.38,-14.21,8.32,0.09,-0.88,-0.73,-3.33,-20.25,11.72,-0.32,-1.07,-0.79,7.05,-13.72,3.86,0.19,-0.91,-1.29
16,-5.54,-16.99,62.79,1.1,-1.25,-0.54,5.66,-12.65,38.18,0.38,-0.31,-0.53,1.73,-20.74,35.28,0.97,-0.96,-0.47,4.56,-30.4,15.44,-0.28,-1.19,-1.04,13.37,-35.73,8.69,0.38,-0.95,-1.43
17,-37.87,-39.31,110.05,1.23,-0.29,0.84,-19.53,-39.23,60.43,0.16,-0.76,0.35,-9.97,-25.05,67.29,2.0,-0.62,1.31,15.44,-37.07,40.63,1.14,-1.33,-0.95,23.62,-58.11,12.18,0.65,-0.73,-1.58
18,-115.43,-57.74,148.93,0.39,1.22,2.0,-90.71,-87.66,95.08,0.33,0.24,2.0,-64.85,-51.61,85.29,0.78,1.46,2.0,-3.79,-72.21,49.22,-0.23,-0.26,-0.5,31.96,-72.92,14.24,0.84,-0.32,-0.54
19,-135.53,-18.17,64.73,-1.29,2.0,2.0,-126.9,-76.76,20.45,-1.49,0.25,2.0,-101.63,-165.82,73.42,2.0,0.9,0.55,6.66,-84.72,28.95,1.19,0.07,1.29,43.21,-105.83,15.05,0.22,-0.17,-0.32
20,-117.66,-1.2,28.73,-1.76,2.0,1.36,-83.41,-44.38,0.05,-1.47,-1.58,2.0,-61.57,-53.26,23.42,-0.52,0.38,1.3,1.12,-98.41,23.02,-0.03,0.3,1.24,43.13,-47.82,15.2,0.28,-0.47,0.62
21,-93.31,38.09,20.46,-0.29,0.33,0.7,-62.99,3.05,4.44,0.01,-0.54,0.17,-66.9,-41.16,19.0,-1.94,-0.11,0.42,3.95,-27.98,31.34,-0.13,0.14,1.39,26.16,-49.11,6.21,-0.15,-0.33,0.75
22,-62.12,21.94,9.8,-0.75,0.32,0.65,-37.66,-7.73,7.7,-0.72,-0.56,0.67,-54.41,-25.79,15.57,-1.34,0.01,0.22,-2.21,-14.19,21.13,-0.8,0.12,1.72,1.38,-8.66,13.65,-0.53,-0.31,-0.42
23,-25.66,9.08,-0.14,-0.63,0.18,0.42,-14.56,1.69,-2.85,-0.63,-0.54,0.46,-1.37,11.49,-10.87,-0.86,-0.66,0.35,1.88,-1.71,10.07,-0.89,-0.04,1.36,6.52,-3.82,6.47,-0.41,-0.63,0.87
