Time,Gx0,Gy0,Gz0,Ax0,Ay0,Az0,Gx1,Gy1,Gz1,Ax1,Ay1,Az1,Gx2,Gy2,Gz2,Ax2,Ay2,Az2,Gx3,Gy3,Gz3,Ax3,Ay3,Az3,Gx4,Gy4,Gz4,Ax4,Ay4,Az4,
0,-0.06,0.5,0.18,-0.56,0.2,0.73,-0.78,0.65,0.24,-0.51,-0.13,0.76,-0.5,0.54,0.63,-0.43,-0.01,0.81,-0.69,0.6,0.49,-0.59,0.04,0.67,-0.41,0.37,-0.27,-0.88,0.18,-0.51
1,-1.22,0.6,1.95,-0.55,0.21,0.7,-1.81,0.12,0.21,-0.52,-0.11,0.71,-1.09,0.37,0.63,-0.44,-0.0,0.77,-0.78,0.35,0.6,-0.61,0.02,0.66,-0.52,0.46,0.03,-0.9,0.15,-0.48
2,-0.8,0.4,0.37,-0.57,0.19,0.68,-0.89,0.5,0.57,-0.52,-0.12,0.69,-0.12,0.51,1.17,-0.43,-0.02,0.76,-0.18,1.15,1.28,-0.59,0.01,0.67,-0.98,1.42,-0.21,-0.91,0.16,-0.47
3,-0.11,0.79,1.29,-0.56,0.19,0.7,-0.66,0.82,1.41,-0.52,-0.13,0.73,-0.15,0.51,1.82,-0.43,-0.01,0.78,-0.5,1.05,1.79,-0.6,0.03,0.64,-1.34,1.4,-0.21,-0.89,0.16,-0.51
4,-0.57,0.3,1.44,-0.57,0.23,0.68,-0.67,0.27,1.47,-0.56,-0.1,0.7,0.11,0.37,1.54,-0.47,0.03,0.77,-0.08,1.12,1.49,-0.63,0.05,0.63,-1.15,1.4,0.11,-0.89,0.17,-0.54
5,-0.16,0.28,1.1,-0.58,0.24,0.69,-0.53,0.29,1.23,-0.55,-0.12,0.73,-0.04,0.26,1.35,-0.48,0.02,0.78,-0.27,0.86,1.34,-0.66,0.04,0.64,-1.31,1.27,0.18,-0.92,0.16,-0.55
6,-0.61,0.32,1.08,-0.62,0.25,0.72,-1.05,0.13,1.43,-0.62,-0.11,0.73,-0.43,0.42,1.62,-0.53,0.03,0.8,-0.41,1.04,1.05,-0.72,0.06,0.66,-1.34,1.83,-0.41,-0.95,0.17,-0.6
7,-0.07,0.6,1.42,-0.67,0.33,0.69,-0.47,0.75,1.63,-0.7,-0.04,0.75,0.57,0.47,1.11,-0.63,0.13,0.84,1.68,1.9,-1.53,-0.89,0.14,0.64,-0.4,3.15,0.23,-1.0,0.15,-0.75
8,0.73,1.31,1.08,-0.77,0.48,0.74,-0.37,1.96,1.76,-0.86,0.03,0.84,0.99,1.22,1.53,-0.72,0.2,0.95,2.38,3.61,-1.57,-1.0,0.15,0.73,1.32,5.55,1.06,-1.1,0.2,-0.89
9,-0.17,3.56,4.66,-0.79,0.58,0.88,-3.63,3.98,4.74,-0.93,0.09,1.01,-2.17,0.94,10.7,-0.66,0.3,1.17,4.21,3.68,-9.59,-1.41,0.35,0.64,3.94,10.32,2.75,-1.16,0.25,-1.2
10,-3.9,4.43,8.16,-1.07,0.89,0.95,-6.14,1.99,8.46,-1.42,0.13,0.99,-1.73,3.26,7.89,-1.13,0.58,1.32,15.48,16.66,-29.86,-1.74,0.34,1.0,10.18,12.6,3.35,-1.34,0.23,-1.46
11,0.07,13.37,13.3,-1.18,0.93,1.23,-10.09,12.08,16.73,-1.36,0.24,1.4,-6.25,14.76,34.55,-0.67,0.37,1.78,8.84,22.51,-34.57,-1.98,0.28,1.22,21.52,29.88,8.2,-1.32,0.35,-1.37
12,-3.75,21.73,18.24,-1.17,0.85,1.13,-13.83,15.94,26.68,-1.43,-0.02,1.24,-6.08,18.76,45.56,-0.54,0.41,1.52,14.93,40.66,-54.75,-1.89,0.29,1.35,22.47,25.44,7.01,-1.49,0.88,-1.7
13,4.45,16.95,16.94,-0.88,0.6,0.87,-1.0,16.69,24.81,-1.04,-0.07,0.97,13.17,15.01,24.55,-0.82,0.28,1.32,4.28,36.28,-49.08,-1.22,-0.11,0.69,26.95,21.99,-0.55,-0.92,0.24,-1.31
14,17.84,13.66,12.47,-1.1,0.74,0.79,13.58,19.16,14.21,-1.28,0.02,0.91,25.48,14.13,10.69,-1.03,0.38,1.17,-6.89,30.78,-44.57,-0.87,-0.32,0.63,32.98,16.5,-9.92,-0.76,0.22,-1.28
15,29.41,15.63,7.02,-1.04,0.7,0.76,17.43,30.02,8.32,-1.13,0.0,0.84,28.12,20.18,7.43,-0.71,0.43,0.91,-9.23,18.91,-37.4,-0.5,-0.75,-0.02,28.27,7.05,-8.48,-0.53,-0.22,-1.25
