Time,Gx0,Gy0,Gz0,Ax0,Ay0,Az0,Gx1,Gy1,Gz1,Ax1,Ay1,Az1,Gx2,Gy2,Gz2,Ax2,Ay2,Az2,Gx3,Gy3,Gz3,Ax3,Ay3,Az3,Gx4,Gy4,Gz4,Ax4,Ay4,Az4,
0,-0.39,-0.02,-0.63,-0.45,-0.86,-0.26,-1.39,-2.7,-1.11,-0.57,-0.78,-0.4,-0.05,-0.85,-0.91,-0.48,-0.82,-0.3,0.39,-0.1,-0.6,-0.5,-0.92,-0.24,-0.09,0.41,0.37,0.43,-0.93,-0.22
1,0.1,0.6,-0.63,-0.39,-0.87,-0.28,0.44,1.3,0.45,-0.48,-0.8,-0.41,0.57,1.12,-0.36,-0.36,-0.87,-0.3,1.09,1.18,-0.31,-0.43,-0.94,-0.21,-0.06,0.02,0.23,0.33,-0.9,-0.18
2,0.47,0.39,-0.44,-0.32,-0.93,-0.16,1.49,4.07,-0.44,-0.44,-0.8,-0.34,-0.89,-1.03,0.18,-0.31,-0.9,-0.2,-0.78,-1.08,-0.31,-0.43,-0.96,-0.12,-0.31,-1.85,-0.27,0.36,-0.93,-0.07
3,-2.27,-2.47,0.23,-0.37,-0.93,-0.17,-2.91,-3.64,0.29,-0.48,-0.86,-0.37,-1.94,-1.28,0.44,-0.4,-0.9,-0.23,-1.0,0.08,-0.18,-0.45,-0.97,-0.15,-1.6,-1.37,-0.53,0.39,-0.93,-0.15
4,-1.72,-0.5,0.42,-0.4,-0.91,-0.22,-2.78,-2.81,0.82,-0.52,-0.78,-0.43,-1.7,0.03,0.61,-0.43,-0.85,-0.31,-1.44,0.63,0.34,-0.5,-0.9,-0.26,-1.7,-0.37,-0.95,0.41,-0.91,-0.26
5,-1.56,0.42,0.53,-0.43,-0.87,-0.34,-0.21,2.31,1.21,-0.57,-0.72,-0.47,-1.6,0.38,0.6,-0.47,-0.83,-0.4,-0.64,1.27,0.31,-0.5,-0.93,-0.35,-1.59,-0.44,-0.66,0.46,-0.93,-0.31
6,-0.92,0.41,0.57,-0.46,-0.84,-0.36,-1.27,-1.15,0.82,-0.61,-0.7,-0.51,-1.11,-0.34,0.91,-0.51,-0.82,-0.45,-1.24,-0.71,0.95,-0.57,-0.93,-0.39,-0.7,-1.05,-0.37,0.5,-1.03,-0.36
7,-0.74,-1.27,-0.63,-0.6,-0.88,-0.41,-1.1,-1.35,-0.4,-0.74,-0.75,-0.53,-0.29,-0.39,-0.58,-0.6,-0.86,-0.47,0.47,0.55,-0.82,-0.62,-0.93,-0.38,-1.33,-0.35,-0.11,0.47,-0.98,-0.39
8,-0.75,0.09,-0.93,-0.52,-0.8,-0.38,-0.73,0.73,0.2,-0.61,-0.65,-0.44,0.13,0.27,-1.05,-0.5,-0.73,-0.38,0.98,0.59,-1.08,-0.53,-0.76,-0.35,0.76,0.72,-0.1,0.37,-0.83,-0.38
9,0.63,-0.08,-1.67,-0.44,-0.72,-0.31,0.73,1.12,-1.85,-0.53,-0.64,-0.4,0.71,0.06,-1.66,-0.42,-0.75,-0.32,1.24,-0.19,-1.82,-0.45,-0.84,-0.26,1.25,0.77,-0.04,0.43,-0.85,-0.2
10,0.73,0.47,-1.72,-0.36,-0.85,-0.27,0.11,0.56,-0.82,-0.5,-0.75,-0.43,0.46,0.73,-1.1,-0.38,-0.85,-0.33,1.02,0.89,-1.11,-0.43,-0.93,-0.22,1.94,1.02,-0.02,0.43,-0.9,-0.17
11,0.77,1.02,-1.37,-0.39,-0.88,-0.29,0.66,1.6,-0.77,-0.5,-0.8,-0.43,0.53,1.03,-1.51,-0.42,-0.86,-0.33,1.56,1.83,-1.98,-0.45,-0.95,-0.24,-0.39,1.08,-0.5,0.45,-0.92,-0.24
12,1.12,1.79,-2.54,-0.41,-0.93,-0.3,0.14,1.6,-0.29,-0.54,-0.79,-0.48,0.43,2.12,-1.47,-0.38,-0.88,-0.36,1.01,2.18,-1.69,-0.46,-1.0,-0.3,-0.88,1.53,-0.47,0.5,-0.94,-0.25
13,0.24,2.01,-1.27,-0.4,-0.89,-0.38,0.31,1.71,0.34,-0.54,-0.76,-0.5,0.95,1.5,-2.02,-0.43,-0.86,-0.44,2.11,2.44,-3.84,-0.44,-0.98,-0.37,-1.15,1.06,0.18,0.5,-0.95,-0.29
14,0.76,1.12,-1.47,-0.39,-0.87,-0.36,0.34,0.68,0.16,-0.57,-0.72,-0.49,1.06,0.88,-0.95,-0.4,-0.85,-0.38,0.89,0.69,0.06,-0.44,-0.94,-0.3,-0.53,0.92,0.14,0.44,-0.92,-0.29
15,0.5,0.31,-1.48,-0.45,-0.83,-0.33,0.48,1.37,0.14,-0.54,-0.76,-0.44,0.61,0.56,-2.0,-0.42,-0.83,-0.34,1.6,1.39,-2.1,-0.48,-0.91,-0.26,-0.15,0.89,-0.25,0.42,-0.91,-0.28
16,0.1,0.37,-0.71,-0.33,-0.92,-0.26,1.16,3.63,2.79,-0.42,-0.9,-0.37,-0.66,0.22,0.47,-0.31,-0.89,-0.28,1.34,2.66,0.37,-0.26,-1.06,-0.2,0.04,2.44,-0.83,0.46,-0.91,-0.19
17,-0.86,2.16,4.27,-0.21,-0.93,-0.23,-0.35,6.58,6.87,-0.49,-0.79,-0.26,-2.58,1.37,8.58,-0.11,-0.89,-0.26,-3.15,5.06,14.58,0.13,-1.2,-0.17,-1.58,3.37,0.49,0.46,-0.91,-0.24
18,-6.45,1.12,14.02,-0.13,-0.99,-0.1,-6.57,9.79,23.92,-0.56,-0.74,-0.56,-6.14,14.31,17.93,0.45,-1.18,0.04,-5.48,18.67,31.57,-0.15,-0.91,0.0,-2.08,8.26,0.21,0.53,-0.9,-0.3
19,-30.63,-3.28,61.41,0.35,-0.94,0.1,-37.87,4.15,66.82,-0.14,-0.83,-0.1,-33.35,15.21,63.6,0.61,-0.64,0.2,-55.03,-1.77,82.95,0.04,-0.77,0.07,-6.15,15.57,-6.03,0.57,-0.84,-0.19
20,-75.63,-14.98,102.31,0.2,-0.14,0.0,-100.18,-54.53,91.2,-0.11,0.19,-0.14,-84.26,10.2,97.09,-0.37,0.3,0.03,-61.24,23.29,108.63,0.03,-0.0,-0.24,-10.36,-9.57,-3.18,0.44,-0.88,-0.11
21,-84.45,-19.57,108.74,-0.03,0.5,0.05,-95.92,-42.09,67.4,-0.34,0.9,0.05,-90.45,5.23,92.01,-0.74,1.38,-0.57,-73.93,17.92,96.75,-0.83,1.54,-0.9,1.73,-17.92,1.06,0.55,-0.83,-0.23
22,-58.15,1.61,74.76,-1.47,2.0,-0.72,-40.21,5.69,41.53,-1.51,1.87,0.49,-71.09,13.27,60.18,-0.86,1.83,-0.88,-34.56,10.28,69.32,-0.61,0.88,-0.7,4.63,9.31,7.1,0.62,-1.01,-0.45
23,-37.89,20.87,43.98,-0.76,0.49,-0.65,-29.46,6.12,23.3,-1.05,1.0,-0.69,-33.02,2.6,25.02,-1.12,1.21,-0.98,-21.98,3.49,23.44,-0.76,1.4,-0.82,3.82,5.8,6.76,0.7,-1.37,0.39
24,-31.34,5.68,17.1,-0.55,1.24,-0.69,-27.72,-8.67,8.46,-0.67,0.92,0.14,-25.15,0.39,3.43,-0.52,1.1,-0.59,-16.01,2.35,7.12,-0.27,0.95,-0.41,-5.35,-17.85,5.9,0.36,-0.75,-0.45
25,-12.03,2.77,1.18,-0.22,1.18,0.15,-9.14,-2.11,-0.84,-0.68,0.85,0.45,-3.29,-0.5,-3.81,-0.49,1.12,-0.26,-0.33,-1.27,-5.6,-0.21,1.08,-0.18,1.94,-1.13,2.31,0.14,-0.81,-0.34
26,10.43,0.37,-11.02,-0.29,1.32,0.2,15.12,6.03,-10.51,-0.63,0.93,0.62,24.94,-2.44,-12.74,-0.52,1.19,-0.28,17.4,-6.4,-22.75,-0.32,1.23,-0.25,3.56,0.27,0.06,0.17,-0.92,-0.5
27,29.76,1.8,-27.53,-0.62,1.41,0.02,32.73,19.03,-27.24,-1.03,0.9,0.29,53.4,-9.34,-40.18,-1.03,1.5,-1.1,33.85,-17.99,-67.53,-1.1,1.87,-0.8,3.92,-0.2,-5.36,-0.22,-0.99,-0.06
28,53.92,-9.95,-78.62,-0.98,1.72,-0.81,51.95,11.44,-67.19,-1.23,1.04,-0.29,86.18,-26.69,-96.68,-1.37,1.75,-0.72,48.98,-24.79,-109.64,-0.75,1.27,-0.41,0.36,-2.93,-5.75,0.49,-1.01,-0.16
29,76.79,-0.17,-123.56,-0.65,0.58,-0.32,64.78,25.49,-78.54,-0.58,0.66,-0.0,64.89,-13.34,-109.22,-1.11,1.03,-0.83,84.38,-4.83,-143.42,-0.58,0.46,-0.15,5.56,7.9,-5.69,0.29,-0.84,0.06
30,62.97,0.85,-84.69,-0.41,0.28,-0.73,52.5,2.86,-76.89,-0.58,0.31,-0.62,56.66,14.73,-73.02,1.37,-0.74,0.54,38.99,0.43,-75.35,0.53,-0.76,0.29,-1.18,-2.35,-7.55,0.53,-0.88,-0.34
31,45.83,26.54,-75.4,-0.15,-0.16,0.22,33.34,7.87,-12.81,0.6,-0.53,0.38,26.11,14.98,-33.47,0.21,-0.85,-0.15,19.79,10.25,-29.74,0.3,-1.15,-0.17,-2.5,3.69,-4.62,0.6,-0.88,-0.16
32,19.83,19.8,3.89,-0.19,-1.04,0.15,37.59,49.44,7.08,-1.57,-1.6,-0.83,9.67,4.99,-18.45,-0.02,-0.83,-0.08,8.34,7.72,-15.37,-0.36,-0.8,-0.31,-0.75,-0.08,-4.9,0.36,-0.82,-0.46
33,10.24,9.34,-14.2,-0.39,-1.1,-0.47,11.87,10.14,-12.08,-0.47,-0.81,-0.33,7.69,4.17,-13.95,-0.24,-0.89,-0.26,5.98,3.61,-11.41,-0.26,-1.07,-0.23,2.26,0.69,-2.44,0.55,-0.94,-0.33
34,-2.59,-9.26,-13.47,-0.29,-0.79,-0.2,-10.89,-16.73,-17.43,-0.62,-0.7,-0.42,0.72,-1.14,-10.23,-0.24,-0.93,-0.28,-0.36,-5.59,-6.56,-0.3,-1.07,-0.16,2.67,-4.66,-1.16,0.56,-0.96,-0.27
35,0.63,-2.02,-9.24,-0.21,-1.06,-0.19,-7.92,-10.24,-10.21,-0.55,-0.77,-0.45,-1.96,-9.47,-4.85,-0.02,-1.07,-0.27,-1.55,-7.73,-1.82,-0.22,-1.11,-0.14,1.36,-4.79,-0.81,0.53,-0.9,-0.19
36,-0.24,-2.76,-5.82,-0.25,-0.96,-0.23,0.77,3.74,-4.81,-0.56,-0.78,-0.42,-1.73,-4.87,-0.22,-0.16,-1.0,-0.21,-0.47,-1.15,0.1,-0.25,-1.07,-0.07,0.14,-0.79,-0.82,0.54,-0.88,-0.13
37,-1.18,-0.43,-0.27,-0.25,-1.0,-0.21,0.2,0.98,0.79,-0.5,-0.83,-0.45,-0.49,1.42,1.82,-0.21,-0.95,-0.28,0.02,1.73,0.96,-0.28,-1.06,-0.18,-1.0,0.89,-0.01,0.51,-0.9,-0.23
38,-0.21,2.59,0.68,-0.23,-0.98,-0.26,-0.04,0.67,1.7,-0.54,-0.74,-0.48,-1.21,-1.05,4.02,-0.15,-0.98,-0.29,-1.91,-1.4,3.05,-0.29,-1.02,-0.23,-1.26,-1.83,0.31,0.5,-0.89,-0.25
39,-2.17,-2.73,-0.89,-0.39,-0.81,-0.39,-2.55,-1.95,-1.03,-0.65,-0.65,-0.44,-2.42,-4.48,-0.56,-0.39,-0.85,-0.35,-0.38,-0.52,0.12,-0.34,-1.0,-0.25,0.18,-1.11,-0.64,0.5,-0.87,-0.35
40,-1.1,-0.81,-0.44,-0.38,-0.91,-0.29,-0.51,0.8,-0.4,-0.57,-0.74,-0.45,-0.76,0.11,2.14,-0.26,-0.92,-0.33,0.06,0.59,0.5,-0.33,-1.0,-0.23,0.27,-1.92,-0.34,0.5,-0.89,-0.29
41,-0.34,0.87,-0.55,-0.25,-0.98,-0.26,-0.44,0.72,0.15,-0.59,-0.68,-0.47,-2.82,-4.3,2.47,-0.43,-0.81,-0.38,-1.15,-1.0,0.87,-0.39,-0.96,-0.2,-0.08,-0.56,0.68,0.55,-0.9,-0.26
42,-2.12,-3.91,2.31,-0.29,-0.94,-0.3,-2.53,-2.12,-0.85,-0.61,-0.66,-0.52,-1.45,0.64,3.05,-0.25,-0.9,-0.36,-2.6,-1.42,3.08,-0.38,-0.96,-0.29,-0.16,0.61,1.56,0.53,-0.88,-0.26
